0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50
ecl,Q4,2019,1,1,1,487,475,0,0,0.127378776,0.13833409,0.075367546,0,2,0,0.169890412,1,3.732270508,0,1,0,1,0,0,1,1,0,0,-0.298,178.96,161.04,0.99,0.01,0,0.112527833,4,1,0,1,5,5,4,5,1,1,3,40,0,1,0
lly,Q4,2019,0,1,1,659,699,1,1,0.096076742,1.092882497,-0.004537471,0,0,0,0.168570322,1,2.591208293,1,1,0,1,0,0,1,1,1,0,0,124.59,117.69,1.06,-0.01,0,0.172047352,2,1,0,1,4,5,4,5,1,1,4,60,0,1,0
eqr,Q4,2019,1,1,1,257,240,0,0,0.254453942,0.000760107,0.029335752,0,2,0,0.130094192,1,0.124268971,1,0,1,0,0,1,0,0,1,0,-0.066,75.23,70.63,0.24,-0.05,0,0.122539573,3,0,0,1,5,5,4,5,1,1,4,40,0,0,1
exr,Q4,2019,0,1,1,204,237,0,1,0.462223075,0.007000137,0.064202656,0,0,0,0.12610441,1,0.157689669,1,0,0,0,0,1,0,1,1,0,-0.53,100.88,94.95,0.67,0.05,1,0.137600257,5,0,0,1,0,5,4,5,2,1,4,40,37,1,1
fis,Q4,2019,0,1,1,339,346,0,0,0.112251961,-0.329907503,0.051414825,0,2,0,0.127024661,1,14.20983607,1,1,0,1,0,0,0,0,0,0,-0.681,111.05,106.32,1.5,0.02,0,0.116810483,5,0,0,0,5,5,4,5,1,1,0,40,0,1,1
fisv,Q4,2019,0,1,1,381,462,0,0,0.244030899,0.113669065,0.121100204,0,0,0,0.198729823,1,14.60512821,1,0,0,1,0,0,1,1,1,0,-0.476,86.72,80.82,0.8,-0.02,1,0.131851608,3,1,0,1,5,5,4,2,1,1,4,40,0,1,0
hca,Q4,2019,0,1,1,358,291,0,0,0.100449397,0.37388724,0.06055803,0,2,0,0.130470328,1,2.4372171,0,1,1,1,2,0,1,0,0,0,1.245,128.58,132.86,2.16,0.41,1,0.157362752,5,0,0,1,3,5,4,5,4,1,0,60,72,1,1
ipgp,Q4,2019,1,1,1,208,251,0,0,0.391706515,0.370164404,0.146842651,1,2,1,1.175286215,1,3.061431185,1,0,0,1,0,1,1,1,1,0,0.427,161.29,141.37,1,-0.01,0,0.054059505,4,1,1,1,1,5,1,1,3,1,0,50,0,0,1
incy,Q4,2019,1,1,1,229,230,0,0,-0.203285215,-0.002728233,-0.135996025,0,2,1,-0.138384679,0,5.913913837,1,1,0,1,0,0,0,0,0,1,0,82.21,74.19,0.24,-0.06,1,0.193630389,5,0,0,0,5,5,3,5,0,1,0,40,0,1,1
kkr,Q4,2019,0,1,1,187,171,1,1,0.556970179,0.080566218,0.022216892,0,2,0,-0.140321681,0,8.107920542,1,0,1,0,0,1,1,0,1,0,0,23.68,22.71,0.34,0.06,1,0.14628783,5,0,0,1,3,5,4,5,4,1,4,40,91,1,1
lh,Q4,2019,1,1,1,331,411,1,0,0.104530462,-0.144222738,0.073598033,0,2,0,0.152120714,1,6.040079691,1,0,1,1,1,0,1,0,0,0,-0.77,153.92,149.3,2.49,0.03,0,0.141963173,3,1,0,1,2,5,4,5,3,1,0,50,0,1,0
oke,Q4,2019,0,1,1,438,384,0,0,0.08549441,0.429747858,0.023022821,0,0,0,0.117862281,1,0.958716822,0,0,0,1,0,0,1,1,0,0,3.646,69.22,64.05,0.64,-0.03,0,0.103728829,3,1,1,1,5,5,4,5,3,1,4,40,69,1,1
pcar,Q4,2019,0,1,1,295,290,0,1,0.111701034,0.229190632,0.071466967,0,0,0,0.176468677,1,5.216053189,0,1,1,0,1,0,1,1,0,1,-0.019,69.09,63.24,1.53,0.12,1,0.097513248,5,0,0,0,3,5,4,5,0,1,4,100,74,1,1
pfe,Q4,2019,0,1,1,985,1249,1,1,0.234156739,-0.735451886,0.124030105,0,2,0,0.1644681,1,3.789830508,1,1,0,1,0,0,1,1,1,0,0,41.66,42.7,0.66,0.01,0,0.165578313,4,1,1,1,3,5,4,5,3,1,4,100,0,1,1
psx,Q4,2019,0,1,1,663,608,0,0,0.03980963,-0.476230661,0.093910357,0,2,0,0.135396949,1,4.161230196,0,1,1,0,2,0,1,1,0,0,-0.3,96.87,95.32,0.15,1.86,0,0.108524981,3,1,1,1,2,5,4,5,0,1,4,60,93,1,1
stx,Q4,2019,0,1,1,249,325,1,1,0.075666141,0.052760736,0.083297367,0,0,0,0.242408907,1,5.523589744,1,1,0,0,1,0,1,1,1,0,1.415,48.2,43.84,0.65,0.14,0,0.045624406,5,0,0,1,5,5,3,5,4,1,4,40,93,1,0
spg,Q4,2019,0,1,1,402,327,0,1,0.409531221,0.010291212,0.06038762,0,0,0,0.129141049,1,0.226459638,1,0,0,0,0,1,1,1,1,0,0.248,179.76,178.95,1.65,0.4,0,0.135599711,3,1,1,1,4,5,5,5,3,1,4,40,0,1,1
tpr,Q4,2019,0,1,0,328,287,0,0,0.169106343,0.221343874,0.101344399,0,2,0,0.301728098,1,6.491611224,1,1,1,1,1,0,1,1,1,0,3.032,32.62,36.43,0.38,-0.04,0,0.124853824,4,1,1,1,1,4,4,5,4,1,4,50,0,1,0
vrsk,Q4,2019,0,1,1,318,247,0,0,0.322114488,0.196671491,0.092204707,0,0,0,0.181567315,1,13.53438486,1,0,0,1,0,0,1,1,1,0,-0.285,133.64,121.67,0.99,-0.03,1,0.110346198,3,1,0,1,5,5,4,2,1,1,4,40,0,1,1
well,Q4,2019,1,1,1,353,357,1,0,0.132162024,0.03589536,0.018707618,0,2,0,0.113429279,1,0.172245925,1,0,1,0,0,0,0,0,1,1,0,76.1,72.43,0.5,-0.25,1,0.14887966,5,0,0,1,4,5,4,5,1,1,4,40,0,1,1
wrk,Q4,2019,0,1,1,277,382,0,0,0.057713144,0.185401119,0.02822751,0,2,0,0.129301547,1,1.629656844,0,1,1,1,2,0,0,0,0,0,-0.877,38.09,40.73,0.52,0.04,1,0.133241508,3,1,1,1,1,4,3,5,4,1,4,50,0,1,0
adp,Q4,2019,0,1,1,585,702,0,0,0.20445403,0.315159417,0.04662184,0,2,0,0.064027347,1,15.87357354,1,1,0,1,0,0,0,1,1,0,-0.167,158.85,145.45,1.63,0.16,1,0.106426892,5,0,0,0,4,5,5,1,5,1,0,25,0,1,0
aiz,Q4,2019,0,1,0,185,178,0,0,0.069290725,-0.168953881,0.016317558,0,2,0,0.019244236,1,18.45512083,1,1,1,1,2,0,0,0,0,1,-0.92,94.83,96.06,2.02,0.31,1,0.111208942,5,0,0,1,3,5,4,5,3,1,4,50,0,1,1
iff,Q4,2019,0,1,1,314,227,0,0,0.158013946,0.449459542,0.06429001,0,2,0,0.134297396,1,3.85963683,1,0,1,1,0,0,0,0,0,1,0,131.91,135.3,1.45,0.03,1,0.085154081,3,1,0,1,4,5,4,5,2,1,4,40,0,1,1
oxy,Q4,2019,0,1,1,525,584,0,0,0.10617205,0.012801205,0.031194975,0,2,0,0.226577794,1,0.401231796,0,1,1,0,0,0,1,1,1,1,0.421,64.35,66.34,0.5,0.08,0,0.128221194,4,1,1,1,1,4,4,5,4,1,0,60,0,1,1
pxd,Q4,2019,1,1,1,370,392,0,1,0.058367964,-1.69579288,0.048991354,0,2,0,0.366701607,1,0.391336487,0,1,1,1,0,0,1,0,0,0,-0.514,155.89,146.72,1.04,-0.33,0,-0.011881516,3,0,0,1,2,5,4,5,2,1,0,40,0,1,1
syy,Q4,2019,0,1,1,520,560,0,0,0.031898025,0.353140304,0.064342242,0,0,0,0.146436703,1,12.64960448,1,1,0,1,2,0,1,1,0,0,-0.059,68.1,66.3,0.67,0.02,0,0.09101741,3,1,0,1,4,5,4,5,0,1,4,60,0,1,0
tsn,Q4,2019,0,1,1,368,329,0,0,0.068687925,0.323439878,0.063208152,0,2,0,0.148454904,1,6.871408046,0,1,1,1,2,0,1,1,0,0,-0.662,70.72,62.36,0.95,0.02,1,0.070336664,3,1,1,1,5,5,4,5,0,1,4,100,72,1,1
dva,Q4,2019,1,1,1,205,258,1,0,0.128613454,0.231363223,0.034974136,0,0,0,0.15035371,1,3.455995831,0,0,1,1,2,0,0,0,0,0,0,54.4,57.85,0.89,0.01,0,0.124857368,4,1,0,1,2,5,4,5,0,1,0,50,72,0,0
ea,Q4,2019,0,1,1,414,411,0,0,0.249742002,0.200826446,0.125291526,0,2,0,0.43138327,1,11.16359447,1,0,0,0,0,1,1,1,1,0,0,97.82,92.22,0.87,-0.01,0,0.093639505,4,1,0,1,5,5,2,2,2,1,4,80,0,1,1
it,Q4,2019,1,1,1,217,211,0,0,-0.038597986,1.025653865,0.000450216,0,0,0,0.040401396,1,14.94983906,0,0,0,1,0,0,0,0,0,0,-0.217,154.57,143.34,0.5,-0.05,0,0.104135287,3,1,0,1,5,5,4,5,0,1,0,40,0,1,1
hsic,Q4,2019,1,1,1,276,254,0,0,0.065946809,0.44111273,0.051665725,0,2,0,0.129654634,1,33.23069272,1,0,0,1,2,0,1,0,0,0,0,61.48,62.64,0.69,0.01,0,0.079797735,3,1,1,1,2,4,3,5,3,1,4,80,91,1,0
jec,Q4,2019,0,1,1,225,279,1,0,0.039232297,0.269169441,0.039795774,0,2,0,0.198679596,1,28.64382086,1,1,1,1,2,0,0,0,0,1,56.465,76.32,69.53,1.14,0.09,0,0.066573234,3,0,0,1,4,5,4,5,1,1,0,50,0,1,1
qrvo,Q4,2019,0,1,1,189,218,0,0,0.009003902,1.606409083,-0.002538666,0,2,0,0.47786634,1,2.178679706,0,0,1,1,0,0,0,0,0,0,0,74.36,67.69,1.03,0.16,0,0.075041498,3,1,0,1,3,5,2,1,4,1,4,80,91,1,1
sre,Q4,2019,1,1,1,360,286,0,0,0.145087891,0.784747847,0.005073929,0,0,0,0.102650507,1,0.307015862,0,1,1,1,0,0,0,0,0,0,0,126.66,117.95,1.61,0.1,1,0.105498938,4,0,0,1,5,5,5,5,1,1,4,25,0,1,0
tdg,Q4,2019,0,1,1,251,252,0,1,0.238973075,0.24944055,0.059834331,0,2,0,0.061015026,1,10.78494048,1,0,1,1,0,0,1,0,1,1,-0.377,462.49,392.76,3.57,0.42,1,0.075061177,5,0,0,1,5,5,4,5,2,1,0,40,72,1,1
trip,Q4,2019,1,1,1,240,187,0,0,0.070694087,1.172727273,-0.008362676,0,2,0,0.261826183,1,9.373493976,1,0,0,1,0,0,1,0,0,0,0,52.39,55.36,0.26,-0.02,0,0.121887757,5,0,0,0,3,5,2,4,2,1,0,80,56,1,0
wu,Q4,2019,0,1,1,223,285,0,0,0.062903897,2.603165468,-0.060348376,0,2,0,0.076315465,1,25.79038282,1,1,1,1,1,0,1,0,1,0,0,18.99,18.27,0.4,0,0,0.090039849,5,0,0,1,4,5,4,5,4,1,4,50,0,0,0
chk,Q4,2019,1,1,1,229,237,0,0,0.101520145,0.002094241,0.07637827,0,0,0,0.05821677,1,0.882126782,0,1,1,0,2,0,1,1,0,1,0.541,3.1197,2.9781,0.1,0.02,0,0.096865912,3,1,0,1,1,5,1,5,5,1,5,50,0,0,0
xec,Q4,2019,1,1,1,264,242,0,1,0.355530486,0.275173168,0.098029821,0,2,0,0.44317058,1,0.555619311,0,1,1,1,0,1,1,1,1,1,0.81,69.12,73.84,0.98,0.18,0,0.083676456,5,0,0,1,1,5,4,5,4,1,3,40,72,0,1
prgo,Q4,2019,1,1,1,180,200,1,0,0.056629332,0.573009639,0.01028481,0,2,0,0.128045876,1,5.937102389,1,1,1,1,1,0,0,0,0,0,0.112,49.21,52.7,0.6,-0.02,0,0.089493525,3,1,1,1,1,5,4,5,0,1,4,50,0,1,1
dis,Q4,2019,1,1,1,1391,1021,0,0,0.250068012,0.320713664,0.093747716,0,2,0,0.24866531,1,1.941033584,1,1,0,0,0,0,1,1,1,0,-0.37,121.97,115.04,1.23,0.29,0,0.013383277,3,1,0,1,4,5,4,5,3,1,4,80,0,1,1
aee,Q4,2019,1,1,1,262,258,0,0,0.187002877,0.521266968,0.020158027,0,0,0,0.113754767,1,0.275272524,0,1,1,1,0,0,0,0,1,0,0,72.31,69.15,0.62,-0.04,0,0.098780512,2,0,0,1,5,5,5,5,3,1,4,25,0,1,0
kdp,Q4,2019,1,1,1,171,191,0,0,0.155555556,-2.401098901,0.155487805,0,2,0,0.190570474,1,5.924050633,1,1,1,1,0,0,0,0,0,1,-0.88,27.66,26.74,0.21,0,1,0.113712608,3,1,0,1,0,5,5,5,3,1,4,40,0,1,0
nclh,Q4,2019,1,1,1,253,203,0,0,0.142807452,0.013939534,0.05391125,0,1,0,0.191878638,1,0.488762363,0,0,1,1,0,0,1,1,1,0,0.565,56.67,50.94,0.69,0.06,1,0.111681747,5,0,0,1,5,5,4,5,4,1,0,50,74,1,1
bhge,Q4,2019,0,1,0,302,207,1,1,-0.01622342,-0.253571429,-0.001279579,0,2,0,-0.0446943,0,2.480097715,1,0,1,1,1,0,0,0,0,0,3.226,27.04,25.85,0.08,0,0,0.145957305,4,1,0,1,2,5,4,5,0,1,4,50,0,,
amd,Q4,2019,1,1,1,361,279,1,1,-0.002855511,-1.2,-0.009290541,0,2,0,0.00405954,1,20.12643678,0,0,0,1,0,0,1,1,0,0,0,25.75,22.63,0.01,0,0,0.078096133,3,1,0,1,2,5,0,4,0,1,0,40,0,,
aep,Q4,2019,1,1,1,500,444,0,0,0.187916939,0.334540813,0.029547761,0,0,0,0.092003749,1,0.30689295,0,1,1,1,0,0,0,0,1,0,-0.093,83.28,77.97,0.99,0.01,1,0.123161195,3,1,0,1,5,5,5,5,3,1,4,25,0,,
luv,Q4,2019,1,0,1,391,448,0,0,0.154402724,-0.028177642,0.133691756,0,2,0,0.253991855,1,1.200113507,0,1,1,1,1,0,1,1,1,0,-0.626,51.7,52.73,0.56,0.1,0,0.095726059,3,1,0,0,2,5,4,5,4,1,0,75,91,,
wm,Q4,2019,1,0,1,516,532,0,0,0.151259924,0.110451848,0.089284896,0,0,0,0.201431558,1,1.253136084,0,1,0,1,0,0,1,1,1,0,-0.412,102.06,94.69,0.88,0.07,0,0.132510925,3,1,0,1,5,5,4,5,3,1,4,40,72,,
adm,Q4,2019,0,1,1,399,365,1,0,0.026451634,0.004350528,0.039911919,0,2,0,0.10241801,1,6,0,1,1,1,2,0,0,0,0,0,-0.6,42.74,44.42,0.5,-0.04,0,0.112463279,3,0,0,1,2,4,4,5,4,1,4,60,0,,
xom,Q4,2019,1,1,1,1022,1396,0,0,0.078739427,-0.062868159,0.056525692,0,2,0,0.194991926,1,0.938772117,0,1,1,1,1,0,0,0,0,0,-0.284,80.9,77.64,0.41,0.33,0,0.112449472,3,1,1,1,4,5,3,5,3,1,4,100,0,,
ben,Q4,2019,1,0,0,240,287,0,0,0.398782892,0.297909066,0.096766283,0,2,0,0.42743666,1,12.35924207,1,1,1,0,0,1,1,0,1,0,0,33.5,31.57,0.58,-0.11,0,0.100309474,3,1,0,1,5,5,3,5,4,1,4,40,0,,
lyb,Q4,2019,1,1,1,386,473,1,1,0.159291266,0.108865829,0.186178738,0,2,0,0.301692165,1,3.135764299,1,1,0,0,2,0,1,1,1,0,-0.635,88.22,88.87,1.95,-0.43,0,0.095383064,3,1,0,1,2,5,2,5,0,1,4,60,72,,
l,Q4,2019,1,1,1,208,246,0,0,0.115180197,0.107458913,0.014625688,0,2,0,0.047073791,1,0.890322162,0,1,1,1,1,0,0,0,0,0,0,48.43,47.27,0.94,-0.8,0,0.117132492,3,0,0,1,0,5,4,5,3,1,4,40,0,,
mgm,Q4,2019,1,1,1,221,239,0,0,0.092424205,-1.173403137,0.066942702,0,0,0,0.126303356,1,0.529421645,0,1,1,1,1,0,0,0,0,1,0,26.77,26.83,0.11,-0.19,1,0.117573783,3,0,0,1,2,5,2,5,0,1,4,50,0,,
sbac,Q4,2019,1,1,1,256,243,0,0,0.067658019,0.113242251,0.014159986,0,2,0,0.082512721,1,0.614317726,1,0,1,1,0,0,0,0,0,0,6.461,197.01,176.73,0.15,0.06,1,0.124241047,3,0,0,1,5,5,4,1,0,1,0,40,0,,
amg,Q4,2019,0,1,1,221,255,0,1,0.462950108,0.054727767,0.079233748,0,2,0,0.353413655,1,20.76576577,1,1,1,1,0,0,1,0,0,0,0,109.59,108.71,3.22,0.02,0,0.095809357,4,1,0,1,1,5,2,5,0,1,3,40,0,,
akam,Q4,2019,0,1,1,287,283,0,0,0.126230447,0.290987676,0.047917837,0,2,0,0.622631947,1,2.885720579,1,0,0,1,0,0,1,0,0,0,2.416,73.94,68.33,0.97,0.07,0,0.101935239,5,0,0,1,0,5,2,5,2,1,0,40,0,,
amgn,Q4,2019,0,1,1,872,837,0,0,0.420018382,0.793789726,0.024751732,0,0,0,0.204284174,1,4.579875727,1,1,0,1,0,1,1,1,1,0,0,187.99,191.74,3.04,0.15,0,0.158689546,3,1,1,1,2,4,3,2,3,1,4,60,0,,
bxp,Q4,2019,1,1,1,239,236,0,1,0.214645213,1.78E-06,0.023871228,0,0,0,0.080922542,1,0.160747249,1,0,0,0,0,0,0,0,1,0,0.419,134.86,126.62,0.61,0.19,1,0.133936824,3,0,0,1,5,5,4,5,1,1,4,40,0,,
cb,Q4,2019,0,1,1,487,543,0,0,0.115089672,-0.037345513,0.023116715,0,2,0,0.038869227,1,24.87692308,1,1,1,1,0,0,0,0,1,0,-0.768,137.82,132.02,2.28,0.05,0,0.131951173,3,0,0,1,0,5,4,5,3,1,4,40,0,,
cmi,Q4,2019,0,1,1,464,484,1,0,0.115772469,0.579704017,0.05526971,0,2,0,0.229744728,1,5.20193532,1,1,0,1,1,0,1,1,0,0,0,161.28,147.92,3.36,-0.33,0,0.090090556,3,1,1,1,5,5,2,5,4,1,4,50,91,,
gm,Q4,2019,0,1,1,476,569,0,0,0.081483364,0.972182416,-0.01818507,0,0,0,0.098297047,1,4.01588834,0,1,1,1,2,0,0,1,0,0,0,38.49,36.77,0.95,0.21,0,0.101179919,3,1,0,1,3,5,4,5,0,1,4,100,74,,
ir,Q4,2019,0,1,1,397,352,0,0,0.099868992,0.056562522,0.07167658,0,2,0,0.138924351,1,9.152066009,1,1,0,1,1,0,1,1,0,0,-0.448,109.6,101.36,0.75,0.03,0,0.110161,3,1,1,1,5,5,2,5,3,1,4,40,91,,
mlm,Q4,2019,0,1,1,280,253,1,0,0.166223085,-0.152613874,0.07932623,0,2,0,0.152573738,1,1.036368439,0,1,1,1,0,0,0,0,1,0,-0.75,203.09,185.7,0.08,-0.24,1,0.100153991,3,1,0,1,4,5,4,5,2,1,0,50,87,,
ma,Q4,2019,1,1,1,830,852,0,1,0.521885252,0.399724011,0.183552909,0,0,0,0.352452256,1,15.0747889,1,1,0,1,0,1,1,1,1,1,2.96,236.04,210.85,1.59,0.03,1,0.11428845,5,0,0,1,5,5,2,5,1,1,0,60,0,,
mxim,Q4,2019,0,1,1,238,304,0,0,0.296037881,0.158884267,0.125073054,0,2,0,0.326776877,1,3.784515176,1,1,0,1,0,1,1,1,1,0,0,56.26,53.64,0.51,-0.02,0,0.078883238,3,1,0,1,3,5,2,1,4,1,4,80,91,,
mcd,Q4,2019,0,1,1,903,898,0,1,0.375694554,0.394378025,0.153601529,0,2,0,0.149742256,1,1.016575865,1,0,1,1,0,1,1,0,1,0,1.026,188.99,181.82,1.67,0.08,0,0.10590426,4,1,1,1,5,5,4,5,2,1,4,60,0,,
mrk,Q4,2019,0,1,1,1006,1034,0,0,0.162529286,0.629197976,0.027244173,0,2,0,0.12095004,1,3.225500442,1,0,0,1,0,0,1,1,1,0,0,80.12,76.75,0.99,0.01,0,0.179112771,3,1,0,1,4,5,4,5,2,1,4,80,0,,
r,Q4,2019,0,1,1,163,164,0,0,0.043105752,-1.518841501,0.069071185,0,0,0,0.179364668,1,9.394896898,0,1,1,1,2,0,0,0,0,1,-0.831,62.94,58.22,0.76,0,1,0.067576798,3,1,0,0,2,5,2,5,4,1,4,50,0,,
unm,Q4,2019,0,1,1,232,262,0,0,0.124393096,0.291880342,0.015531196,0,2,0,0.021383881,1,22.35895404,1,1,1,1,2,0,0,0,0,0,-0.067,35.52,34.82,1.26,-0.01,0,0.083874635,3,1,1,1,2,5,2,5,3,1,4,50,0,,
bhf,Q4,2019,0,1,0,208,252,0,0,-0.089925428,0.385365854,-0.001686055,0,2,1,0.016201363,1,6839000,1,0,1,1,2,0,0,0,0,1,1.159,39.14,37.99,1.8,0,0,0.095852605,4,1,1,1,5,5,2,5,4,1,4,100,81,,
fmc,Q4,2019,0,1,1,257,246,0,0,0.06280831,1.460730088,0.058199277,0,2,0,0.051621738,1,2.807842372,1,1,0,1,0,0,1,1,0,1,-0.939,78.43,72.73,1.58,0.22,0,0.098728817,3,1,0,1,2,4,3,5,3,1,4,40,72,,
lbtya,Q4,2019,1,1,1,122,137,0,0,-0.187214004,-0.113163753,-0.048233582,0,0,0,0.111476101,1,0.796975051,1,0,0,0,1,0,0,0,0,0,0,26.68,24.76,-0.35,-0.56,0,0.070440321,5,0,0,1,1,0,3,2,2,1,0,60,0,,
lbtyk,Q4,2019,1,1,1,164,180,0,0,-0.187214004,-0.113163753,-0.048233582,0,0,0,0.111476101,1,0.796975051,1,0,0,1,1,0,0,0,0,0,0,25.89,24.04,0,0.7,0,0.076728433,5,0,0,1,2,5,3,2,2,1,0,40,0,,
mos,Q4,2019,0,1,1,289,295,1,0,0.052730316,1.266700793,-0.00575311,0,2,0,0.104010318,1,0.762935428,0,1,1,1,1,0,0,0,0,1,0,27.02,30.78,0.13,0.2,0,0.093852545,5,0,0,1,1,4,3,5,3,1,0,50,0,,
emr,Q4,2019,0,1,1,596,696,0,1,0.152974319,0.282655246,0.07749247,0,2,0,0.17672613,1,4.596205962,1,0,0,1,0,0,1,1,1,0,0.186,70.37,66.68,0.82,0.08,1,0.104372328,3,1,0,1,3,5,2,5,3,1,4,60,0,,
myl,Q4,2019,0,1,1,273,252,0,0,0.075833284,0.22923588,0.01943792,0,0,0,0.091774191,1,5.090718652,1,0,1,1,1,0,0,0,0,0,-0.79,27.56,29.86,0.7,-0.06,0,0.144063123,3,1,0,1,5,5,4,5,2,1,4,80,0,,
aes,Q4,2019,0,0,0,274,286,0,0,0.079962013,1.175771971,-0.035062817,0,0,0,0.08423441,1,0.518821443,0,1,0,0,1,0,0,1,1,0,0,17.84,16.33,0.29,0.04,0,0.105128952,4,0,0,1,4,5,4,5,4,1,4,50,93,,
alb,Q4,2019,0,1,1,275,304,1,1,0.172945687,0.812778452,0.007076714,0,2,0,0.077287853,1,1.232087466,0,1,1,1,0,0,1,1,1,0,0,81.57,85.91,1.2,0.06,0,0.136473936,3,1,1,1,2,4,4,5,4,1,4,50,91,,
cbre,Q4,2019,1,1,1,277,309,0,0,0.062877578,0.399337336,0.059488432,0,2,0,0.118562679,1,30.15640424,1,0,0,1,2,0,1,1,0,1,1.473,50.6,45.61,0.5,0.09,1,0.087553067,5,0,0,1,5,5,3,5,3,1,0,100,91,,
ctrp,Q4,2019,0,1,1,183,204,0,0,0.129086431,0.371494652,0.013282791,0,2,0,0.09347438,1,4.771367521,1,0,1,1,2,0,0,0,0,1,0,43.59,34.45,0.22,0.16,1,0.107612228,5,0,0,1,5,5,2,5,2,1,0,60,0,1,0
mpc,Q4,2019,0,1,1,559,659,0,0,0.044555181,-0.137559809,0.069973699,0,2,0,0.24291855,1,2.838293688,0,1,1,1,2,0,0,0,0,1,-0.528,61.19,63.24,-0.1,0.26,1,0.09902582,3,1,1,1,1,4,3,5,4,1,4,100,0,,
mchp,Q4,2019,0,1,1,349,408,0,0,0.026351312,-0.899777283,0.021413053,0,0,0,0.239912142,1,4.987267672,1,1,0,1,0,0,0,0,0,1,0,92.43,80.64,1.35,0.08,1,0.07716104,3,1,0,1,3,5,2,1,4,1,4,80,91,,
bdx,Q4,2019,0,1,1,593,602,0,0,0.080707848,-0.12704918,0.029151428,0,2,0,0.102880658,1,2.607373868,1,1,1,1,0,0,0,0,0,1,0,242.53,239.48,2.53,0.09,0,0.128598136,3,1,1,1,3,4,3,5,0,1,4,40,0,,
bkng,Q4,2019,0,1,1,577,517,0,0,0.346896932,0.467833599,0.091980669,0,2,0,0.328541226,1,26.41875,1,0,0,1,0,1,1,1,1,1,0,1803.67,1806.18,10.84,3.07,0,0.068501688,5,0,0,1,2,4,4,1,3,1,0,40,0,,
mtd,Q4,2019,1,1,1,255,238,0,0,0.210719571,0.345249747,0.147451276,0,0,0,0.257836981,1,4.077766355,1,0,0,1,0,0,1,1,1,0,1.354,729.06,639.08,4.02,0.1,0,0.115014822,3,1,0,1,0,5,2,5,1,1,0,50,0,,
symc,Q4,2019,0,1,1,264,212,0,1,-0.065190346,0.099236641,-0.005832508,0,2,0,-0.014230272,0,4.289220918,1,0,1,0,0,0,0,0,0,0,-0.952,23.65,21.79,0.39,0.05,0,0.074035886,4,1,0,1,5,5,2,2,2,1,4,80,0,,
mar,Q4,2019,0,1,1,303,427,0,0,0.596758055,0.510731053,0.061184266,0,0,0,0.109899329,1,2.786949247,1,1,0,1,0,1,1,1,1,0,2.649,131.56,119.11,1.31,0.05,0,0.096965773,5,0,0,1,2,5,3,5,2,1,4,60,0,,
viab,Q4,2019,0,1,1,325,269,0,0,0.166779763,0.132459313,0.079078403,0,0,0,0.096474525,1,13.56134969,1,1,1,1,2,0,1,1,1,0,-0.402,28.8,29.48,0.75,0.09,0,0.052920485,3,1,0,1,4,5,4,5,3,1,4,80,0,,
lulu,Q4,2019,1,1,1,342,254,0,0,0.173637815,0.43768886,0.129429172,0,2,1,1.218702291,1,5.593213862,1,0,0,1,0,0,1,1,1,1,0.824,172.97,147.73,0.67,0.11,1,0.019430807,3,1,0,1,4,5,4,5,2,1,4,40,0,,
cpri,Q4,2019,0,1,1,220,206,0,0,0.153236754,0.199099622,0.229291169,0,0,0,1.270071201,1,7.597125951,1,0,1,1,1,0,1,1,1,0,-0.09,44.93,43.89,0.57,0.18,1,0.055432236,5,0,0,1,1,4,5,5,4,1,0,50,0,1,0
pvh,Q4,2019,0,1,1,268,231,1,0,0.057230673,-0.050764406,0.045247651,0,2,0,0.101491973,1,9.907535008,0,1,1,1,2,0,0,0,0,0,0.463,124.05,112.51,2.4,0.08,0,0.08942262,4,1,1,1,1,5,4,5,4,1,0,50,91,1,0
coo,Q4,2019,0,1,1,265,201,0,0,0.184198223,0.053553299,0.076748925,0,2,0,0.352724464,1,2.350291177,1,1,0,1,0,0,1,0,1,0,0,289.63,276.22,2.72,0.38,0,0.002780839,4,1,1,1,5,5,3,5,1,1,0,40,0,1,0
pdco,Q4,2019,1,0,0,158,144,1,0,0.04485523,0.307289113,0.048716431,0,2,0,0.076991029,1,18.74045743,1,0,1,1,2,0,0,0,0,0,-0.713,22.01,22.31,0.39,0,0,-0.02870657,3,1,1,1,2,5,3,5,3,1,4,100,91,,
crm,Q4,2019,1,1,1,841,496,0,0,0.039848197,0.142857143,0.016375546,0,2,0,0.235871813,1,5.4134566,1,0,0,1,0,0,0,0,0,1,0.757,158.44,150.99,0.6,0.15,1,5.15E-05,5,0,0,1,4,5,2,5,0,1,0,60,0,,
tif,Q4,2019,1,1,1,269,249,0,0,0.182382848,0.513346483,0.067683473,0,2,0,0.419928826,1,4.209793034,1,1,0,1,0,0,1,1,1,0,2.304,102.07,94.81,0.91,0.07,0,0.029799213,3,1,1,1,1,5,4,5,3,1,4,40,0,1,0
sjm,Q4,2019,1,1,1,390,320,0,0,0.118826346,0.325705829,0.03787157,0,2,0,0.120484669,1,4.570200927,1,1,1,1,1,0,0,0,0,0,-0.854,123.86,109.59,1.85,0.25,1,-6.13E-05,3,1,0,1,5,5,4,5,3,1,4,40,0,,
